,PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Ticket_Num,Cabin_Num,Embarked_C,Embarked_Q,Embarked_S,Cabin_Alpha_A,Cabin_Alpha_B,Cabin_Alpha_C,Cabin_Alpha_D,Cabin_Alpha_E,Cabin_Alpha_F,Cabin_Alpha_G,Cabin_Alpha_N,Title_ Col,Title_ Dr,Title_ Master,Title_ Miss,Title_ Mr,Title_ Mrs,Title_ Ms,Title_ Rev,Survived
58,950,3,0,30.272590361445783,1,0,16.1,386525,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
59,951,1,1,36.0,0,0,262.375,17608,61,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
60,952,3,0,17.0,0,0,7.8958,349232,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
61,953,2,0,32.0,0,0,13.5,237216,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
62,954,3,0,18.0,0,0,7.75,347090,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
63,955,3,1,22.0,0,0,7.725,334914,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
64,956,1,0,13.0,2,2,262.375,17608,57,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
65,957,2,1,30.272590361445783,0,0,21.0,13534,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
66,958,3,1,18.0,0,0,7.8792,330963,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
67,959,1,0,47.0,0,0,42.4,113796,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
68,960,1,0,31.0,0,0,28.5375,2543,53,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
69,961,1,1,60.0,1,4,263.0,19950,23,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
70,962,3,1,24.0,0,0,7.75,382653,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
71,963,3,0,21.0,0,0,7.8958,349211,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
72,964,3,1,29.0,0,0,7.925,3101297,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
73,965,1,0,28.5,0,0,27.7208,17562,43,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
74,966,1,1,35.0,0,0,211.5,113503,130,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
75,967,1,0,32.5,0,0,211.5,113503,132,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
76,968,3,0,30.272590361445783,0,0,8.05,359306,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
77,969,1,1,55.0,2,0,25.7,11770,101,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
78,970,2,0,30.0,0,0,13.0,248744,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
79,971,3,1,24.0,0,0,7.75,368702,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
80,972,3,0,6.0,1,1,15.2458,2678,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
81,973,1,0,67.0,1,0,221.7792,17483,55,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
82,974,1,0,49.0,0,0,26.0,19924,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
83,975,3,0,30.272590361445783,0,0,7.8958,349238,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
84,976,2,0,30.272590361445783,0,0,10.7083,240261,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
85,977,3,0,30.272590361445783,1,0,14.4542,2660,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
86,978,3,1,27.0,0,0,7.8792,330844,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
87,979,3,1,18.0,0,0,8.05,31416,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
88,980,3,1,30.272590361445783,0,0,7.75,364856,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
89,981,2,0,2.0,1,1,23.0,29103,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
90,982,3,1,22.0,1,0,13.9,347072,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
91,983,3,0,30.272590361445783,0,0,7.775,345498,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
92,984,1,1,27.0,1,2,52.0,12750,71,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
93,985,3,0,30.272590361445783,0,0,8.05,376563,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
94,986,1,0,25.0,0,0,26.0,13905,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
95,987,3,0,25.0,0,0,7.7958,350033,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
96,988,1,1,76.0,1,0,78.85,19877,46,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
97,989,3,0,29.0,0,0,7.925,3101268,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
98,990,3,1,20.0,0,0,7.8542,347471,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
99,991,3,0,33.0,0,0,8.05,3338,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
100,992,1,1,43.0,1,0,55.4417,11778,116,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
101,993,2,0,27.0,1,0,26.0,228414,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
102,994,3,0,30.272590361445783,0,0,7.75,365235,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
103,995,3,0,26.0,0,0,7.775,347070,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
104,996,3,1,16.0,1,1,8.5167,2625,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
105,997,3,0,28.0,0,0,22.525,4001,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
106,998,3,0,21.0,0,0,7.8208,330920,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
107,999,3,0,30.272590361445783,0,0,7.75,383162,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
108,1000,3,0,30.272590361445783,0,0,8.7125,3410,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
109,1001,2,0,18.5,0,0,13.0,248734,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
110,1002,2,0,41.0,0,0,15.0458,237734,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
111,1003,3,1,30.272590361445783,0,0,7.7792,330968,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
112,1004,1,1,36.0,0,0,31.6792,17531,29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
113,1005,3,1,18.5,0,0,7.2833,329944,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
114,1006,1,1,63.0,1,0,221.7792,17483,55,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
115,1007,3,0,18.0,1,0,14.4542,2680,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
116,1008,3,0,30.272590361445783,0,0,6.4375,2681,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
117,1009,3,1,1.0,1,1,16.7,9549,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
118,1010,1,0,36.0,0,0,75.2417,13050,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
119,1011,2,1,29.0,1,0,26.0,29037,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
120,1012,2,1,12.0,0,0,15.75,33595,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
121,1013,3,0,30.272590361445783,1,0,7.75,367227,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
122,1014,1,1,35.0,1,0,57.75,13236,28,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
123,1015,3,0,28.0,0,0,7.25,392095,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
124,1016,3,0,30.272590361445783,0,0,7.75,368783,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
125,1017,3,1,17.0,0,1,16.1,371362,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
126,1018,3,0,22.0,0,0,7.7958,350045,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
127,1019,3,1,30.272590361445783,2,0,23.25,367226,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
128,1020,2,0,42.0,0,0,13.0,211535,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
129,1021,3,0,24.0,0,0,8.05,342441,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
130,1022,3,0,32.0,0,0,8.05,369943,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
131,1023,1,0,53.0,0,0,28.5,113780,51,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
132,1024,3,1,30.272590361445783,0,4,25.4667,4133,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
133,1025,3,0,30.272590361445783,1,0,6.4375,2621,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
134,1026,3,0,43.0,0,0,7.8958,349226,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
135,1027,3,0,24.0,0,0,7.8542,350409,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
136,1028,3,0,26.5,0,0,7.225,2656,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
137,1029,2,0,26.0,0,0,13.0,248659,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
138,1030,3,1,23.0,0,0,8.05,392083,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
139,1031,3,0,40.0,1,6,46.9,2144,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
140,1032,3,1,10.0,5,2,46.9,2144,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
141,1033,1,1,33.0,0,0,151.55,113781,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
142,1034,1,0,61.0,1,3,262.375,17608,57,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
143,1035,2,0,28.0,0,0,26.0,244358,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
144,1036,1,0,42.0,0,0,26.55,17475,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
145,1037,3,0,31.0,3,0,18.0,345763,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
146,1038,1,0,30.272590361445783,0,0,51.8625,17463,46,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
147,1039,3,0,22.0,0,0,8.05,23568,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
148,1040,1,0,30.272590361445783,0,0,26.55,113791,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
149,1041,2,0,30.0,1,1,26.0,250651,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
150,1042,1,1,23.0,0,1,83.1583,11767,54,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
151,1043,3,0,30.272590361445783,0,0,7.8958,349255,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
152,1044,3,0,60.5,0,0,35.627188489208635,3701,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
153,1045,3,1,36.0,0,2,12.1833,350405,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
154,1046,3,0,13.0,4,2,31.3875,347077,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
155,1047,3,0,24.0,0,0,7.55,752,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
156,1048,1,1,29.0,0,0,221.7792,17483,97,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
157,1049,3,1,23.0,0,0,7.8542,347469,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
158,1050,1,0,42.0,0,0,26.55,110489,22,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
159,1051,3,1,26.0,0,2,13.775,3101315,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
160,1052,3,1,30.272590361445783,0,0,7.7333,335432,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
161,1053,3,0,7.0,1,1,15.2458,2650,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
162,1054,2,1,26.0,0,0,13.5,220844,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
163,1055,3,0,30.272590361445783,0,0,7.0,343271,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
164,1056,2,0,41.0,0,0,13.0,237393,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
165,1057,3,1,26.0,1,1,22.025,315153,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
166,1058,1,0,48.0,0,0,50.4958,17591,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
167,1059,3,0,18.0,2,2,34.375,6608,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
168,1060,1,1,30.272590361445783,0,0,27.7208,17770,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
169,1061,3,1,22.0,0,0,8.9625,7548,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
170,1062,3,0,30.272590361445783,0,0,7.55,251,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
171,1063,3,0,27.0,0,0,7.225,2670,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
172,1064,3,0,23.0,1,0,13.9,347072,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
173,1065,3,0,30.272590361445783,0,0,7.2292,2673,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
174,1066,3,0,40.0,1,5,31.3875,347077,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
175,1067,2,1,15.0,0,2,39.0,29750,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
176,1068,2,1,20.0,0,0,36.75,33112,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
177,1069,1,0,54.0,1,0,55.4417,11778,116,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
178,1070,2,1,36.0,0,3,39.0,230136,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
179,1071,1,1,64.0,0,2,83.1583,17756,45,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
180,1072,2,0,30.0,0,0,13.0,233478,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
181,1073,1,0,37.0,1,1,83.1583,17756,52,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
182,1074,1,1,18.0,1,0,53.1,113773,30,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
183,1075,3,0,30.272590361445783,0,0,7.75,7935,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
184,1076,1,1,27.0,1,1,247.5208,17558,58,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
185,1077,2,0,40.0,0,0,16.0,239059,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
186,1078,2,1,21.0,0,1,21.0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
187,1079,3,0,17.0,2,0,8.05,48873,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
188,1080,3,1,30.272590361445783,8,2,69.55,2343,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
189,1081,2,0,40.0,0,0,13.0,28221,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
190,1082,2,0,34.0,1,0,26.0,226875,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
191,1083,1,0,30.272590361445783,0,0,26.0,111163,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
192,1084,3,0,11.5,1,1,14.5,851,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
193,1085,2,0,61.0,0,0,12.35,235509,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
194,1086,2,0,8.0,0,2,32.5,28220,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
195,1087,3,0,33.0,0,0,7.8542,347465,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
196,1088,1,0,6.0,0,2,134.5,16966,34,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
197,1089,3,1,18.0,0,0,7.775,347066,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
198,1090,2,0,23.0,0,0,10.5,31030,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
199,1091,3,1,30.272590361445783,0,0,8.1125,65305,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
200,1092,3,1,30.272590361445783,0,0,15.5,36568,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
201,1093,3,0,0.33,0,2,14.4,347080,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
202,1094,1,0,47.0,1,0,227.525,17757,62,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
